"Date_Name","subCategory","Purchase_Hour","sales"
"2016-03-27","C",8,17.15
"2016-04-16","C",8,25.89
"2016-05-01","C",8,44.45
"2015-10-04","C",9,30.29
"2015-10-18","C",9,26.34
"2015-10-25","C",9,48.96
"2015-10-17","C",9,47.12
"2015-11-15","C",9,35.97
"2016-05-29","C",8,31.11
"2016-06-05","C",8,35.27
"2015-12-13","C",9,39.25
"2015-12-20","C",9,13.15
"2015-12-24","C",9,90.3
"2015-12-31","C",9,54.22
"2016-01-09","C",9,38.87
"2016-01-24","C",9,30.88
"2016-01-30","C",9,30.35
"2016-02-06","C",9,37.47
"2015-12-26","C",9,39.47
"2015-12-28","C",9,62.95
"2016-01-02","C",9,24.72
"2016-03-27","C",9,34.35
"2016-07-03","C",8,41.56
"2016-04-23","C",9,32.66
"2016-04-24","C",9,26.92
"2016-04-17","C",9,39.5
"2016-05-01","C",9,34.92
"2016-05-21","C",9,51.59
"2016-09-10","C",8,34.67
"2015-10-11","C",9,34.17
"2015-10-24","C",9,56.35
"2016-05-15","C",9,19.49
"2016-05-22","C",9,43.68
"2016-05-28","C",9,42.67
"2016-05-29","C",9,22.79
"2016-06-19","C",9,49.45
"2016-06-25","C",9,21.12
"2016-07-10","C",9,48.63
"2016-07-17","C",9,35.28
"2016-07-30","C",9,31.89
"2016-08-06","C",9,91.68
"2016-01-01","C",9,22.02
"2016-07-09","C",9,45.42
"2016-08-20","C",9,55.03
"2016-08-28","C",9,41.69
"2016-03-20","C",9,20.13
"2016-06-04","C",9,28.44
"2016-06-05","C",9,32.33
"2016-08-07","C",9,39.29
"2016-08-13","C",9,44.83
"2016-08-14","C",9,31.09
"2016-08-21","C",9,31.64
"2016-09-04","C",9,52.7
"2016-09-05","C",9,43.13
"2016-09-10","C",9,52.98
"2016-09-18","C",9,31.56
"2015-10-04","C",10,30.62
"2015-10-17","C",10,23.83
"2015-11-15","C",10,26.81
"2015-12-20","C",10,19.14
"2015-12-27","C",10,28.7
"2016-01-16","C",10,25.32
"2016-01-24","C",10,18.92
"2016-02-13","C",10,29.12
"2015-11-29","C",10,25.82
"2015-12-07","C",10,47.33
"2015-12-13","C",10,32.3
"2016-01-23","C",10,32.9
"2016-01-30","C",10,32.5
"2016-02-06","C",10,26.92
"2016-09-03","C",9,49.16
"2016-03-13","C",10,26.31
"2016-04-09","C",10,30.27
"2016-04-17","C",10,20.03
"2016-05-21","C",10,31.06
"2016-06-25","C",10,30.32
"2016-07-01","C",10,36.56
"2016-07-03","C",10,38.58
"2016-03-12","C",10,30.27
"2016-03-19","C",10,29.91
"2015-12-02","C",10,39.87
"2015-12-28","C",10,28.29
"2016-07-09","C",10,21.73
"2016-07-23","C",10,42.65
"2016-07-30","C",10,28.65
"2016-08-14","C",10,34.39
"2016-08-28","C",10,42.68
"2016-09-03","C",10,41.53
"2016-09-05","C",10,38.02
"2016-09-24","C",10,18.22
"2016-06-05","C",10,38.26
"2016-07-10","C",10,20.14
"2016-07-16","C",10,32.47
"2016-07-24","C",10,25.51
"2016-06-11","C",10,11.17
"2016-08-01","C",10,32.58
"2015-10-03","C",11,21.93
"2015-10-06","C",11,12.67
"2015-10-10","C",11,20.15
"2015-10-19","C",11,28.75
"2015-10-25","C",11,10.38
"2015-10-26","C",11,37.27
"2015-10-29","C",11,13.17
"2015-11-11","C",11,20.93
"2015-11-20","C",11,12.67
"2015-11-24","C",11,9.96
"2015-12-02","C",11,32.8
"2015-12-03","C",11,7.98
"2015-12-09","C",11,25.91
"2015-12-20","C",11,15.53
"2015-12-24","C",11,18.52
"2016-01-03","C",11,5.19
"2016-01-15","C",11,33.83
"2016-01-21","C",11,8.18
"2016-02-16","C",11,24.72
"2016-02-22","C",11,20.52
"2016-02-23","C",11,28.5
"2016-02-24","C",11,10.56
"2016-03-10","C",11,21.12
"2016-03-22","C",11,10.56
"2016-04-17","C",11,20.51
"2015-09-27","C",11,11.75
"2015-09-29","C",11,42.08
"2015-10-05","C",11,16.35
"2015-10-08","C",11,5.19
"2015-10-14","C",11,21.04
"2015-10-16","C",11,23.72
"2015-10-20","C",11,16.76
"2015-11-27","C",11,33.41
"2015-12-14","C",11,27.92
"2015-12-15","C",11,26.02
"2016-01-11","C",11,27.53
"2016-02-10","C",11,34.87
"2016-03-28","C",11,23.13
"2016-04-07","C",11,21.33
"2016-04-26","C",11,23.94
"2016-04-29","C",11,20.83
"2016-05-24","C",11,21.73
"2016-05-27","C",11,28.13
"2016-06-03","C",11,22.04
"2016-06-09","C",11,21.73
"2016-09-17","C",10,29.48
"2015-09-26","C",11,15.96
"2015-10-23","C",11,23.03
"2015-11-02","C",11,31.12
"2015-11-14","C",11,10.46
"2015-12-01","C",11,27.01
"2015-12-22","C",11,19.74
"2016-01-04","C",11,10.77
"2016-01-31","C",11,15.75
"2016-02-04","C",11,36.5
"2016-02-06","C",11,24.72
"2016-02-28","C",11,22.5
"2016-03-08","C",11,39.67
"2016-03-18","C",11,7.57
"2016-04-24","C",11,7.57
"2016-05-05","C",11,33.08
"2016-05-17","C",11,14.16
"2016-05-23","C",11,10.56
"2016-05-25","C",11,29.29
"2016-05-26","C",11,15.32
"2016-05-29","C",11,25.29
"2016-06-02","C",11,16.92
"2016-06-06","C",11,7.57
"2016-06-12","C",11,18.14
"2016-06-14","C",11,12.76
"2016-06-22","C",11,20.23
"2016-06-29","C",11,34.83
"2016-07-03","C",11,22.34
"2016-07-16","C",11,13.55
"2016-08-02","C",11,55.85
"2016-08-03","C",11,12.45
"2016-08-15","C",11,22.33
"2016-08-18","C",11,14.66
"2016-08-22","C",11,35.7
"2016-09-04","C",11,18.56
"2016-09-06","C",11,35.05
"2016-09-07","C",11,31.47
"2016-09-16","C",11,34.71
"2015-11-07","C",12,10.27
"2016-03-07","C",12,19.85
"2016-04-08","C",12,8.18
"2016-04-10","C",12,10.38
"2016-06-13","C",12,17.15
"2016-04-05","C",5,7.38
"2016-08-15","C",5,8.78
"2016-09-14","C",5,10.67
"2016-04-20","C",11,16.54
"2016-04-28","C",11,20.73
"2016-05-03","C",11,34.08
"2016-05-16","C",11,24.45
"2016-06-11","C",11,21.73
"2016-06-17","C",11,21.93
"2016-08-01","C",11,15.57
"2016-08-08","C",11,12.76
"2016-08-12","C",11,30.86
"2016-08-24","C",11,26.73
"2016-08-30","C",11,16.86
"2016-09-28","C",11,21.3
"2015-10-14","C",12,5.19
"2016-01-07","C",12,13.95
"2016-03-16","C",12,13.55
"2016-06-05","C",12,5.19
"2016-08-04","C",12,5.19
"2016-08-15","C",12,16.36
"2016-09-12","C",12,10.56
"2016-07-11","C",4,4.39
"2016-07-14","C",4,8.78
"2016-01-06","C",5,6.77
"2016-05-11","C",5,18.73
"2016-07-17","C",5,13.54
"2016-03-28","C",6,7.38
"2016-07-12","C",6,56.64
"2016-07-27","C",6,23.32
"2016-05-15","C",7,27.52
"2016-05-22","C",7,10.37
"2016-02-14","C",8,26.91
"2016-03-09","C",6,24.1
"2016-05-27","C",6,10.75
"2016-08-06","C",6,13.85
"2016-09-21","C",6,10.06
"2015-09-26","C",7,22.12
"2015-11-16","C",7,12.26
"2016-01-10","C",7,18.62
"2016-07-24","C",7,44.63
"2016-09-18","C",7,17.61
"2016-09-25","C",7,24.4
"2015-10-03","C",8,23.03
"2015-12-31","C",8,37.87
"2016-07-05","C",11,13.82
"2016-07-19","C",11,22.33
"2016-07-22","C",11,20.14
"2016-08-04","C",11,21.91
"2016-08-20","C",11,23.74
"2016-09-03","C",11,14.71
"2016-09-08","C",11,16.54
"2016-09-12","C",11,39.25
"2016-09-18","C",11,13.87
"2016-09-21","C",11,5.19
"2015-11-03","C",12,5.19
"2016-02-04","C",12,16.36
"2016-02-23","C",12,5.19
"2016-07-08","C",12,16.36
"2016-08-08","C",12,16.54
"2016-04-22","C",5,20.94
"2015-09-28","C",6,26.72
"2016-03-18","C",6,20.5
"2016-05-13","C",6,16.35
"2016-06-01","C",6,17.94
"2016-07-17","C",6,26.86
"2015-11-07","C",7,36.29
"2016-01-02","C",7,27.15
"2016-02-06","C",7,32.07
"2016-02-21","C",9,43.81
"2015-09-27","C",9,43.55
"2015-10-12","C",9,30.1
"2016-02-07","C",10,15.11
"2016-04-02","C",10,21.13
"2016-09-25","C",9,24.69
"2016-05-29","C",10,22.32
"2016-03-26","C",9,42.92
"2015-11-17","C",11,36.58
"2015-12-28","C",11,7.18
"2016-03-23","C",11,12.16
"2016-05-20","C",11,20.5
"2015-11-13","C",11,26.62
"2016-02-15","C",11,16.62
"2016-04-25","C",11,20.75
"2016-09-24","C",11,20.62
"2016-09-30","C",11,26.39
"2016-03-03","C",6,17.33
"2016-03-22","C",6,16.11
"2016-09-17","C",9,34.68
"2016-08-20","C",10,30.51
"2016-09-18","C",10,17.53
"2015-12-07","C",11,9.97
"2016-01-13","C",11,16.85
"2016-02-14","C",11,24.3
"2016-05-06","C",11,27.51
"2016-07-25","C",11,16.22
"2016-01-01","C",7,30.06
"2016-03-06","C",7,28.66
"2016-05-20","C",12,3.65
"2015-10-31","C",7,15.59
"2016-06-17","C",4,8.78
"2016-03-06","C",9,32.29
"2015-12-24","C",12,3.65
"2016-09-20","C",12,14.76
"2015-10-23","C",5,14.65
"2015-11-18","C",5,8.08
"2016-02-01","C",5,16.25
"2015-10-14","C",6,22.21
"2015-09-26","C",10,22.33
"2015-11-28","C",11,13.16
"2016-01-09","C",11,14.43
"2016-01-13","C",4,8.18
"2016-04-12","C",4,12.66
"2016-04-18","C",4,8.18
"2016-05-06","C",4,6.18
"2016-05-20","C",4,10.56
"2016-07-20","C",4,10.16
"2016-07-27","C",4,10.38
"2016-09-06","C",4,5.19
"2016-09-30","C",4,5.19
"2015-10-03","C",5,13.17
"2015-10-22","C",5,13.56
"2015-11-19","C",5,9.46
"2015-12-21","C",5,5.19
"2016-01-11","C",5,10.38
"2016-02-11","C",5,17.94
"2016-03-08","C",5,10.38
"2016-04-29","C",5,15.26
"2016-05-19","C",5,24.9
"2016-06-20","C",5,5.19
"2016-06-24","C",5,18.11
"2016-07-14","C",5,14.16
"2016-09-01","C",5,10.56
"2016-09-08","C",5,9.47
"2015-09-29","C",6,24.52
"2015-10-06","C",6,10.77
"2015-10-09","C",6,18.14
"2015-10-25","C",6,21.43
"2015-11-14","C",6,9.77
"2015-11-16","C",6,12.56
"2015-12-03","C",6,12.26
"2015-12-25","C",6,17.94
"2015-12-30","C",6,13.54
"2016-01-25","C",6,26.5
"2016-01-31","C",6,26.5
"2016-02-24","C",6,24.72
"2016-03-16","C",6,5.19
"2016-04-02","C",6,8.68
"2016-04-09","C",6,26.5
"2016-05-22","C",6,11.17
"2016-05-25","C",6,13.55
"2016-05-29","C",6,32.1
"2016-06-05","C",6,14.16
"2016-06-10","C",6,8.18
"2016-06-13","C",6,7.57
"2016-07-07","C",6,24.54
"2016-08-11","C",6,8.18
"2016-08-20","C",6,23.51
"2016-08-27","C",6,8.18
"2016-09-01","C",6,18.52
"2015-10-03","C",7,18.33
"2015-10-05","C",7,27.3
"2015-11-08","C",7,27.51
"2015-12-12","C",7,13.56
"2016-01-24","C",7,30.3
"2016-03-26","C",7,29.73
"2016-04-16","C",7,20.52
"2016-08-21","C",7,33.47
"2016-09-05","C",7,23.01
"2015-10-24","C",8,16.35
"2016-04-02","C",8,36.23
"2016-05-08","C",8,27.71
"2016-06-11","C",8,29.31
"2015-10-10","C",9,21.54
"2015-11-21","C",9,28.3
"2015-12-06","C",9,26
"2015-12-12","C",9,32.37
"2015-12-19","C",9,38.34
"2015-12-25","C",9,30.36
"2015-12-27","C",9,42.61
"2016-01-03","C",9,29.39
"2016-01-23","C",9,22.51
"2016-03-13","C",9,18.92
"2016-05-08","C",9,39.06
"2015-10-10","C",10,40.08
"2015-10-24","C",10,29.3
"2015-12-05","C",10,19.43
"2016-02-14","C",10,26.67
"2016-03-09","C",10,49.59
"2016-03-20","C",10,22.7
"2016-04-03","C",10,23.51
"2016-04-10","C",10,14.15
"2015-11-03","C",11,20.12
"2015-11-12","C",11,27.12
"2015-12-12","C",11,14.53
"2015-12-17","C",11,24.31
"2015-12-27","C",11,15.53
"2016-01-20","C",11,25.41
"2016-01-28","C",11,17.15
"2016-03-13","C",11,13.55
"2016-04-03","C",11,18.35
"2016-06-05","C",11,21.73
"2016-06-15","C",11,14.16
"2016-07-07","C",11,12.96
"2016-08-10","C",11,22.52
"2016-08-25","C",11,16.36
"2016-08-28","C",11,13.37
"2016-08-31","C",11,12.94
"2016-09-26","C",11,14.84
"2015-10-27","C",12,7.98
"2016-02-09","C",12,5.19
"2016-05-21","C",12,5.19
"2016-07-13","C",12,10.56
"2016-07-29","C",12,7.17
"2016-08-18","C",12,10.21
"2016-09-06","C",12,14.45
"2016-09-22","C",12,5.19
"2016-07-25","C",4,14.13
"2015-12-28","C",7,12.94
"2015-09-30","C",11,12.26
"2015-10-12","C",11,23.42
"2015-12-05","C",11,20.24
"2016-02-08","C",11,13.91
"2016-08-29","C",11,14.24
"2016-08-23","C",12,6.77
"2016-09-24","C",7,27.43
"2015-10-18","C",10,21.37
"2016-06-19","C",11,7.32
"2016-07-26","C",11,14.1
"2015-12-17","C",4,3.59
"2016-04-04","C",5,3.59
"2015-10-12","C",6,9.17
"2015-12-02","C",6,11.46
"2016-07-18","C",6,9.57
"2016-03-19","C",7,20.31
"2016-09-02","C",5,6.88
"2015-10-15","C",6,22.12
"2015-12-20","C",6,5.97
"2016-04-15","C",6,10.01
"2015-12-09","C",4,4.03
"2015-11-06","C",5,13.94
"2015-12-07","C",5,4.53
"2016-05-11","C",6,17.93
"2016-06-12","C",6,20.35
"2016-01-16","C",7,31.56
"2016-09-11","C",7,12.86
"2016-07-09","C",8,17.3
"2016-02-07","C",7,32.88
"2016-04-24","C",7,27.5
"2016-07-16","C",7,32.87
"2016-01-24","C",8,13.55
"2016-06-19","C",8,29.49
"2016-09-05","C",8,28.65
"2016-04-10","C",9,12.56
"2016-04-23","C",10,12.56
"2016-02-28","C",9,27.44
"2015-12-06","C",10,13.14
"2016-02-20","C",10,23.3
"2016-04-16","C",10,10.17
"2016-09-04","C",10,22.88
"2015-11-18","C",11,8.67
"2016-03-17","C",11,23.91
"2016-06-07","C",11,7.02
"2015-12-08","C",11,14.75
"2016-04-16","C",11,14.05
"2016-08-09","C",12,8.56
"2015-11-23","C",11,16.54
"2016-04-23","C",11,5.97
"2015-09-30","C",12,6.38
"2016-05-15","C",13,7.18
"2016-07-23","C",11,15.55
"2016-07-24","C",11,14.94
"2016-08-05","C",11,24.9
"2016-05-12","C",4,5.37
"2016-05-27","C",4,2.38
"2016-07-29","C",4,2.38
"2016-08-04","C",4,2.38
"2015-11-11","C",5,6.07
"2015-11-21","C",5,2.29
"2015-12-05","C",5,2.29
"2015-12-10","C",5,10.84
"2016-01-17","C",5,8.86
"2016-02-09","C",5,4.76
"2016-03-22","C",5,2.38
"2016-04-08","C",5,9.52
"2016-04-14","C",5,2.38
"2016-04-25","C",5,16.72
"2016-05-06","C",5,8.36
"2016-05-13","C",5,7.75
"2016-07-07","C",5,7.75
"2016-07-08","C",5,13.73
"2016-07-23","C",5,5.37
"2016-08-18","C",5,2.38
"2015-10-01","C",6,5.08
"2015-11-26","C",6,18.22
"2015-12-31","C",6,22.66
"2016-01-02","C",6,10.75
"2016-01-04","C",6,15.92
"2016-01-09","C",6,13.73
"2016-01-15","C",6,10.13
"2016-01-30","C",6,19.1
"2016-02-14","C",6,14.84
"2016-02-17","C",6,16.72
"2016-02-22","C",6,17.83
"2016-03-04","C",6,23.56
"2016-03-05","C",6,4.76
"2016-01-07","C",4,7.75
"2016-01-11","C",4,7.14
"2016-05-05","C",4,5.37
"2016-09-23","C",4,10.53
"2015-10-12","C",5,17.23
"2015-11-15","C",5,2.29
"2015-12-09","C",5,7.96
"2015-12-14","C",5,3.87
"2015-12-30","C",5,7.55
"2016-01-14","C",5,7.75
"2016-03-16","C",5,12.35
"2016-03-18","C",5,20.32
"2016-05-02","C",5,8.66
"2016-06-22","C",5,10.74
"2016-08-03","C",5,4.36
"2016-06-21","C",4,2.38
"2016-08-05","C",4,2.38
"2016-08-19","C",4,2.38
"2016-08-29","C",4,2.38
"2016-01-07","C",5,2.38
"2016-02-08","C",5,9.35
"2016-05-08","C",5,2.38
"2016-05-10","C",5,13.33
"2016-05-17","C",5,7.75
"2016-05-20","C",5,5.37
"2016-07-01","C",5,2.38
"2016-07-05","C",5,18.7
"2016-09-23","C",5,16.72
"2015-12-05","C",6,10.66
"2015-12-10","C",6,7.55
"2016-09-30","C",5,20.18
"2015-10-05","C",6,10.85
"2015-10-11","C",6,16.24
"2015-12-13","C",6,16.52
"2015-12-19","C",6,5.17
"2015-12-23","C",6,13.54
"2015-12-28","C",6,2.38
"2016-01-05","C",6,7.55
"2016-02-19","C",6,21.08
"2016-04-07","C",6,8.96
"2016-04-14","C",6,14.34
"2016-05-03","C",6,19.88
"2016-03-21","C",6,6.86
"2016-04-13","C",6,7.75
"2016-04-28","C",6,8.36
"2016-05-04","C",6,11.35
"2016-06-03","C",6,14.72
"2016-06-09","C",6,24.07
"2016-06-14","C",6,16.61
"2016-06-15","C",6,12.34
"2016-06-25","C",6,3.37
"2016-07-01","C",6,20.32
"2016-07-09","C",6,12.21
"2016-07-25","C",6,15.93
"2016-07-26","C",6,20.09
"2016-08-05","C",6,10.15
"2016-09-10","C",6,4.76
"2016-09-11","C",6,20.32
"2016-09-16","C",6,4.18
"2016-02-10","C",6,5.37
"2016-03-02","C",6,17.33
"2016-03-07","C",6,9.35
"2016-03-08","C",6,8.36
"2016-03-17","C",6,7.75
"2016-04-05","C",6,5.37
"2016-04-24","C",6,5.37
"2016-06-23","C",6,26.3
"2016-07-30","C",6,2.38
"2016-08-01","C",6,9.35
"2016-08-28","C",6,12.34
"2016-09-03","C",6,4.17
"2015-11-29","C",7,24.61
"2016-09-19","C",6,20.32
"2015-12-19","C",7,24.96
"2016-07-19","C",6,5.37
"2016-08-21","C",6,6.36
"2016-09-27","C",6,12.03
"2015-12-25","C",7,26.67
"2016-03-01","C",7,39.12
"2016-01-03","C",7,13.54
"2016-01-09","C",7,36.97
"2016-01-17","C",7,14.72
"2016-06-12","C",7,10.74
"2016-01-31","C",7,11.35
"2016-07-03","C",7,28.45
"2016-04-17","C",7,33.04
"2016-06-05","C",7,23.08
"2016-09-10","C",7,14.34
"2016-09-17","C",7,6.56
"2015-10-12","C",8,16.73
"2015-11-22","C",8,16.24
"2015-12-06","C",8,15.24
"2015-12-26","C",8,17.48
"2015-12-27","C",8,7.96
"2016-02-21","C",8,16.87
"2016-03-13","C",8,37
"2016-01-03","C",8,12.9
"2016-02-28","C",8,12.84
"2016-08-06","C",8,13.12
"2016-09-11","C",8,26.38
"2016-09-24","C",8,16.61
"2016-09-17","C",8,12.03
"2015-10-03","C",9,14.44
"2015-12-05","C",9,33.47
"2016-02-20","C",9,19.1
"2016-03-25","C",9,19.71
"2016-01-10","C",9,8.74
"2015-11-08","C",10,30.48
"2015-11-22","C",10,14.74
"2016-01-01","C",10,10.75
"2016-01-02","C",10,19.62
"2016-01-03","C",10,2.38
"2015-11-07","C",10,18.03
"2015-09-27","C",10,21.32
"2016-06-04","C",10,40.76
"2016-01-09","C",10,16.32
"2016-06-19","C",10,11.35
"2015-12-25","C",10,13.54
"2016-08-06","C",10,45.57
"2016-01-23","C",6,8.96
"2016-09-25","C",10,10.74
"2015-10-15","C",11,5.08
"2015-10-18","C",11,11.45
"2015-11-07","C",11,10.16
"2016-08-21","C",10,32.28
"2015-10-09","C",11,17.04
"2015-10-17","C",11,7.58
"2015-10-21","C",11,22.81
"2015-10-30","C",11,16.04
"2015-11-01","C",11,13.45
"2015-11-04","C",11,16.24
"2015-12-04","C",11,31.18
"2015-12-13","C",11,4.76
"2016-01-01","C",11,4.76
"2016-01-10","C",11,22.11
"2015-11-29","C",11,7.37
"2015-12-18","C",11,15.1
"2015-12-19","C",11,13.13
"2016-01-26","C",11,30.66
"2016-01-30","C",11,8.36
"2016-03-16","C",11,16.72
"2016-03-25","C",11,22.68
"2016-03-30","C",11,22.09
"2016-04-06","C",11,4.17
"2016-04-12","C",11,22.3
"2016-05-15","C",11,8.36
"2016-05-28","C",11,7.14
"2016-06-08","C",11,15.71
"2016-06-20","C",11,20.09
"2016-06-21","C",11,17.33
"2016-01-19","C",11,8.36
"2016-03-07","C",11,14.11
"2016-03-24","C",11,10.15
"2016-05-08","C",11,9.82
"2016-07-28","C",11,23.31
"2015-11-21","C",11,5.08
"2015-12-10","C",11,14.83
"2015-12-25","C",11,7.55
"2015-12-29","C",11,9.04
"2016-02-01","C",11,11.24
"2016-02-02","C",11,12.84
"2016-02-03","C",11,29.18
"2016-05-04","C",11,15.71
"2016-05-21","C",11,8.96
"2016-09-01","C",11,18.32
"2016-09-05","C",11,9.35
"2016-06-18","C",11,8.36
"2016-08-09","C",11,8.36
"2016-08-13","C",11,12.51
"2016-08-19","C",11,19.71
"2016-09-09","C",11,2.38
"2016-09-10","C",11,8.36
"2016-09-15","C",11,12.6
"2016-09-19","C",11,4.76
"2016-09-22","C",11,13.12
"2016-01-03","C",12,5.17
"2016-02-06","C",12,4.76
"2016-03-05","C",12,5.37
"2016-03-23","C",12,5.37
"2016-05-17","C",12,5.37
"2016-06-26","C",12,5.37
"2016-08-30","C",12,7.35
"2016-09-27","C",13,4.76
"2016-08-11","C",11,10.15
"2016-09-23","C",11,16.72
"2016-09-25","C",11,8.36
"2015-10-13","C",12,7.87
"2015-11-10","C",12,7.87
"2016-01-12","C",12,4.76
"2016-02-05","C",12,10.74
"2016-04-24","C",12,2.38
"2016-04-29","C",12,5.37
"2016-05-26","C",12,5.37
"2016-06-07","C",12,5.37
"2016-06-25","C",12,8.36
"2016-07-22","C",12,5.37
"2016-09-04","C",12,2.38
"2016-01-10","C",13,2.38
"2016-01-16","C",13,2.38
"2015-12-27","C",14,2.38
"2015-10-05","C",4,5.58
"2015-10-26","C",4,2.79
"2015-12-08","C",4,5.58
"2016-01-25","C",4,2.99
"2016-01-26","C",4,8.97
"2016-06-24","C",4,2.99
"2016-09-14","C",4,2.99
"2016-09-28","C",4,8.97
"2016-07-01","C",11,19.71
"2016-07-09","C",11,12.44
"2016-07-10","C",11,5.37
"2016-07-13","C",11,8.36
"2016-07-14","C",11,11.35
"2016-07-30","C",11,2.38
"2015-09-26","C",12,5.08
"2015-10-03","C",12,10.66
"2015-11-12","C",12,2.29
"2016-01-14","C",12,13.14
"2016-01-16","C",12,9.52
"2015-10-09","C",4,2.79
"2015-11-26","C",4,8.37
"2015-12-29","C",4,2.79
"2016-01-19","C",4,8.97
"2016-01-27","C",4,8.97
"2016-02-17","C",4,3.98
"2016-03-10","C",4,2.99
"2016-04-26","C",4,2.99
"2016-06-29","C",4,2.99
"2016-07-12","C",4,2.99
"2015-12-05","C",14,2.29
"2015-10-15","C",4,2.79
"2015-11-16","C",4,2.79
"2016-01-04","C",4,8.37
"2016-02-01","C",4,8.97
"2016-03-21","C",4,3.98
"2016-04-08","C",4,2.99
"2016-07-18","C",4,5.98
"2015-10-08","C",5,13.14
"2015-10-27","C",5,11.16
"2015-10-28","C",5,9.36
"2015-10-30","C",5,5.58
"2015-10-31","C",5,2.79
"2015-11-05","C",5,2.79
"2015-11-12","C",5,10.16
"2015-11-16","C",5,8.37
"2015-12-04","C",5,6.57
"2016-01-19","C",5,14.34
"2016-01-20","C",5,7.35
"2016-03-10","C",5,2.99
"2016-03-26","C",5,6.48
"2016-03-29","C",5,9.96
"2016-04-03","C",5,2.99
"2016-04-06","C",5,2.99
"2015-11-02","C",5,12.15
"2015-11-04","C",5,8.37
"2015-11-10","C",5,5.58
"2015-12-31","C",5,2.79
"2016-01-12","C",5,11.96
"2016-01-18","C",5,8.97
"2016-01-22","C",5,8.36
"2016-02-07","C",5,12.46
"2016-03-11","C",5,8.97
"2016-04-07","C",5,11.96
"2016-05-07","C",5,2.99
"2016-05-25","C",5,11.96
"2016-06-06","C",5,9.47
"2016-06-09","C",5,10.46
"2016-06-16","C",5,2.99
"2016-05-09","C",5,5.98
"2016-05-18","C",5,2.99
"2016-06-10","C",5,5.98
"2016-06-14","C",5,11.96
"2016-07-06","C",5,11.96
"2016-08-01","C",5,5.98
"2016-08-16","C",5,5.37
"2016-08-20","C",5,5.98
"2016-09-20","C",5,2.99
"2015-11-01","C",6,6.38
"2015-11-04","C",6,5.58
"2015-11-25","C",6,11.16
"2016-09-07","C",4,2.99
"2015-09-26","C",5,6.57
"2015-10-26","C",5,3.78
"2015-12-15","C",5,2.79
"2015-12-16","C",5,5.58
"2016-01-21","C",5,5.98
"2016-01-24","C",5,2.99
"2016-02-04","C",5,8.97
"2016-02-22","C",5,8.97
"2016-02-26","C",5,2.99
"2016-03-01","C",5,11.96
"2016-03-03","C",5,7.96
"2016-03-14","C",5,8.97
"2016-05-23","C",5,5.98
"2016-06-27","C",5,11.96
"2016-07-10","C",5,8.97
"2016-09-03","C",5,8.56
"2016-09-04","C",5,2.99
"2016-09-05","C",5,10.26
"2016-09-12","C",5,4.28
"2016-09-21","C",5,8.27
"2016-09-24","C",5,8.97
"2016-09-28","C",5,8.97
"2015-09-27","C",6,16.74
"2015-10-03","C",6,5.08
"2016-06-19","C",5,3.98
"2016-06-25","C",5,2.99
"2016-07-04","C",5,4.97
"2016-08-11","C",5,4.97
"2016-08-26","C",5,9.96
"2016-09-25","C",5,2.99
"2015-11-10","C",6,2.79
"2015-11-17","C",6,22.32
"2015-11-21","C",6,8.37
"2015-12-17","C",6,11.74
"2016-01-03","C",6,13.54
"2016-01-13","C",6,8.36
"2016-01-16","C",6,2.99
"2016-01-22","C",6,17.94
"2016-02-01","C",6,5.98
"2016-02-20","C",6,8.97
"2016-02-23","C",6,14.44
"2016-02-29","C",6,8.97
"2016-03-13","C",6,5.98
"2016-01-20","C",6,6.97
"2016-02-07","C",6,24.91
"2016-02-08","C",6,20.93
"2015-12-16","C",6,2.79
"2016-01-11","C",6,8.97
"2016-04-23","C",6,24.42
"2016-03-14","C",6,11.96
"2016-05-14","C",6,5.98
"2016-07-02","C",6,8.97
"2016-08-13","C",6,9.97
"2016-07-24","C",6,16.72
"2016-08-17","C",6,6.97
"2016-09-14","C",6,2.99
"2016-09-28","C",6,15.02
"2016-08-19","C",6,11.96
"2016-09-06","C",6,5.98
"2015-10-11","C",7,11.16
"2016-04-03","C",7,16.53
"2016-05-14","C",7,14.95
"2016-06-19","C",7,8.97
"2016-07-09","C",7,11.96
"2016-08-14","C",7,30.66
"2016-02-05","C",4,3.37
"2016-05-26","C",4,2.38
"2015-09-28","C",5,2.29
"2016-03-30","C",5,11.35
"2016-04-15","C",5,4.76
"2016-04-28","C",5,5.37
"2016-07-22","C",5,2.38
"2016-09-13","C",5,8.36
"2016-09-22","C",5,12.84
"2016-05-16","C",6,11.12
"2015-11-29","C",8,11.16
"2016-01-30","C",8,11.96
"2016-06-18","C",9,46.23
"2016-02-07","C",9,11.96
"2016-03-12","C",9,26.91
"2016-04-03","C",9,14.95
"2015-10-12","C",10,2.29
"2015-12-12","C",10,10.75
"2015-12-26","C",10,5.17
"2016-05-22","C",10,11.35
"2016-05-28","C",10,18.3
"2015-10-31","C",10,5.58
"2015-10-22","C",11,10.16
"2015-10-24","C",11,5.48
"2015-10-27","C",11,15.74
"2015-11-15","C",11,2.79
"2015-12-16","C",11,7.55
"2016-01-18","C",11,3.87
"2016-02-25","C",11,8.36
"2016-02-29","C",11,14.34
"2016-03-03","C",11,5.37
"2016-03-05","C",11,11.35
"2016-03-19","C",11,5.37
"2016-03-29","C",11,8.36
"2016-05-22","C",11,17.33
"2016-01-31","C",10,5.98
"2015-11-05","C",12,2.29
